carat,cut,color,clarity,depth,table,x,y,z,price_predicted
0.4,Good,I,IF,62.3,62.0,4.69,4.72,2.93,1431.860027719728
0.81,Premium,I,VVS2,62.9,59.0,5.95,5.84,3.71,4164.683362721431
0.53,Ideal,F,VVS2,61.3,55.0,5.23,5.27,3.22,2846.08408014911
2.02,Premium,I,SI2,59.4,59.0,8.25,8.21,4.89,13119.67395004592
2.11,Ideal,I,SI1,61.0,57.0,8.37,8.29,5.08,14644.292724775716
1.15,Ideal,D,VS2,58.5,57.0,6.96,6.93,4.06,7753.886671162358
0.7,Premium,I,VVS2,60.1,59.0,5.8,5.72,3.46,3120.3158731927583
1.07,Premium,F,SI1,61.7,56.0,6.66,6.5,4.06,5838.873332007835
0.56,Ideal,H,SI1,61.9,54.0,5.3,5.33,3.29,947.1589706541822
1.74,Ideal,G,VS2,62.9,57.0,7.68,7.64,4.82,12417.974843540125
0.31,Very Good,G,VVS2,62.2,56.0,4.31,4.34,2.69,544.8552132301379
0.5,Very Good,H,VVS2,62.9,56.0,5.03,5.08,3.18,1704.6946454904596
1.07,Ideal,D,VVS2,60.3,56.0,6.63,6.68,4.01,8145.157741983405
0.3,Premium,G,VS1,61.8,59.0,4.37,4.34,2.69,64.1530921638664
0.51,Ideal,E,SI1,62.1,55.0,5.09,5.15,3.18,1531.86764998415
0.91,Very Good,G,SI1,63.5,58.0,6.15,6.04,3.87,4032.781484646927
0.3,Very Good,H,SI1,61.3,58.0,4.29,4.33,2.64,-1389.2660552075017
0.7,Ideal,F,VS2,61.0,55.0,5.74,5.79,3.52,3250.5249773786168
0.76,Ideal,D,VS1,61.7,56.0,5.84,5.87,3.61,4960.084884493341
1.15,Ideal,I,VS1,61.3,56.0,6.74,6.76,4.14,6786.799775505942
1.47,Premium,J,SI2,60.0,58.0,7.36,7.31,4.4,7697.69873127392
1.2,Ideal,G,SI1,61.8,59.0,6.77,6.8,4.19,6914.616705475264
1.07,Ideal,E,SI1,60.4,57.0,6.62,6.56,3.98,6329.294265600771
1.01,Ideal,F,SI1,62.0,54.0,6.41,6.49,4.0,5501.085193751935
0.28,Premium,G,VVS2,60.2,60.0,4.24,4.26,2.56,441.74426934119765
2.27,Premium,H,SI2,60.7,59.0,8.5,8.45,5.15,15866.22948331628
0.4,Premium,D,VS2,61.7,59.0,4.75,4.72,2.92,1306.1996896924834
0.39,Very Good,J,VS1,63.5,58.0,4.64,4.59,2.93,-307.1493839726727
1.14,Premium,H,SI2,60.6,59.0,6.8,6.77,4.11,5295.637499850158
0.53,Ideal,E,VVS1,61.9,55.0,5.2,5.21,3.22,3700.533552802323
0.4,Ideal,I,SI2,61.0,58.0,4.74,4.77,2.9,-1164.1118530311114
0.58,Premium,H,VS2,59.7,59.0,5.42,5.33,3.21,1442.8869761847004
0.7,Premium,D,SI1,61.2,58.0,5.74,5.7,3.5,3245.8605153675894
0.55,Ideal,H,IF,61.5,55.0,5.25,5.29,3.25,3408.1437365453453
0.72,Very Good,I,VS2,63.3,57.0,5.66,5.72,3.6,2224.262970892954
0.3,Ideal,F,SI1,62.3,53.9,4.28,4.31,2.68,-417.94263751330254
1.02,Ideal,H,SI1,61.9,57.0,6.46,6.4,3.98,4951.230646877004
0.51,Very Good,I,SI1,63.5,55.0,5.07,5.11,3.23,-58.881994738497724
0.65,Premium,E,SI2,62.6,59.0,5.54,5.49,3.45,2034.6791937978728
1.07,Ideal,H,SI1,61.1,56.0,6.63,6.6,4.04,5349.9477843221175
0.43,Ideal,G,VVS1,61.8,55.0,4.87,4.9,3.02,2237.2859261872377
0.32,Premium,I,IF,60.3,58.0,4.41,4.45,2.67,1106.9197504248136
0.28,Very Good,F,VS2,62.7,58.0,4.14,4.15,2.6,-339.160702932435
1.7,Very Good,G,VS2,62.6,57.0,7.6,7.67,4.78,11719.647351582937
0.51,Very Good,I,SI1,62.5,58.0,5.05,5.12,3.18,-50.8213928668124
0.71,Ideal,D,VS2,60.4,57.0,5.77,5.82,3.5,3978.8866852127417
0.4,Premium,E,VS2,62.0,58.0,4.73,4.69,2.92,998.9468137190202
0.9,Ideal,G,SI1,60.2,56.0,6.24,6.29,3.77,4158.366569706575
0.59,Good,F,VS1,60.5,61.0,5.43,5.5,3.31,2344.7633407440157
1.19,Premium,D,SI2,58.6,61.0,6.93,6.89,4.05,7018.018807994476
0.51,Premium,G,VS2,61.3,59.0,5.17,5.11,3.15,1202.3403351218044
0.5,Very Good,E,VS2,61.8,57.0,5.05,5.11,3.14,1643.6750901851633
1.01,Fair,H,SI2,64.9,56.0,6.33,6.25,4.08,3795.7915167078795
0.63,Premium,E,VS1,60.4,58.0,5.59,5.64,3.39,3295.895982106567
0.72,Ideal,D,SI2,62.7,55.0,5.7,5.72,3.58,3121.5857563286504
0.3,Ideal,F,VS2,60.7,57.0,4.34,4.29,2.62,62.666295230237665
0.3,Ideal,E,VVS2,61.6,56.0,4.32,4.35,2.67,1397.4021999556176
0.29,Very Good,D,VVS2,59.1,61.0,4.33,4.37,2.57,1289.788959361516
1.0,Very Good,E,SI2,63.2,56.0,6.33,6.36,4.01,4957.890366611897
1.17,Ideal,G,VS1,61.7,57.0,6.71,6.75,4.15,7655.400162926224
1.56,Very Good,H,VVS2,63.3,58.0,7.3,7.35,4.64,11164.617948598667
0.56,Ideal,E,SI1,62.7,57.0,5.27,5.23,3.29,1947.0284918440088
0.41,Very Good,I,SI2,63.5,57.0,4.72,4.7,2.99,-1356.1865329057987
1.53,Very Good,I,VS1,62.8,55.0,7.35,7.4,4.63,9991.32456627893
0.52,Very Good,J,SI1,62.5,59.0,5.14,5.16,3.22,-321.0674968448734
0.4,Ideal,J,SI1,61.4,55.0,4.75,4.8,2.93,-990.237157347317
1.0,Premium,F,VS2,59.0,59.0,6.54,6.51,3.85,5677.548719823386
0.36,Ideal,F,VS1,61.5,55.0,4.57,4.61,2.82,1020.6619252715286
0.41,Ideal,E,VS2,61.8,57.0,4.76,4.78,2.95,1230.7429417882881
0.9,Premium,H,SI1,61.4,60.0,6.13,6.08,3.75,3768.4579867067773
1.59,Premium,G,SI1,62.3,60.0,7.49,7.42,4.64,10331.157654870269
1.03,Premium,G,VS1,62.2,59.0,6.41,6.46,4.0,6245.336160774144
0.38,Premium,G,VS1,61.9,56.0,4.68,4.63,2.88,688.7437516403356
0.74,Ideal,E,SI2,59.2,59.0,5.92,5.97,3.52,2853.580598103977
1.5,Very Good,G,SI1,63.1,59.0,7.22,7.27,4.57,9399.379531052715
1.01,Good,E,SI1,59.3,64.0,6.47,6.49,3.84,5317.038458260142
1.71,Premium,H,VS2,62.5,58.0,7.64,7.52,4.74,11666.816492552645
0.9,Very Good,G,VS2,61.3,59.0,6.15,6.21,3.79,4405.492214412223
1.09,Ideal,G,SI2,61.2,57.0,6.63,6.68,4.07,5358.75765421512
0.78,Very Good,E,VS1,60.0,56.0,6.0,6.03,3.61,4419.653207371157
0.32,Ideal,D,VS2,61.5,56.0,4.41,4.44,2.72,853.5763591736327
0.3,Ideal,F,IF,62.0,56.0,4.31,4.33,2.68,2096.5906739091793
1.01,Premium,G,SI1,58.8,58.0,6.59,6.51,3.85,4927.5348226868755
0.32,Ideal,D,VVS2,61.7,55.0,4.39,4.42,2.72,1880.1201792192846
1.05,Premium,H,VS2,62.7,59.0,6.49,6.43,4.05,5589.496319198754
0.9,Ideal,H,SI1,61.1,58.0,6.24,6.19,3.79,3853.7351816095584
0.54,Ideal,G,VVS1,62.2,56.0,5.2,5.22,3.24,3157.4778984214413
1.5,Ideal,E,SI1,62.6,56.0,7.27,7.3,4.56,10332.278356801016
1.01,Good,D,SI1,62.9,57.0,6.34,6.37,4.0,5724.803684826738
1.76,Ideal,F,SI2,62.6,55.0,7.69,7.64,4.8,11929.5359380325
1.01,Fair,F,VS2,65.2,52.0,6.31,6.29,4.11,5456.52298902654
1.03,Ideal,H,SI2,60.5,57.0,6.58,6.52,3.96,4467.844115684162
0.3,Ideal,E,VVS1,60.1,57.0,4.38,4.41,2.64,1863.7683463683138
2.03,Ideal,G,SI2,62.5,56.0,8.1,8.05,5.05,14129.41707888758
0.54,Premium,I,VVS1,60.8,61.0,5.28,5.22,3.19,2314.2581037437235
1.01,Premium,D,SI2,58.3,59.0,6.67,6.63,3.88,5327.5403689202085
1.51,Fair,I,I1,65.1,57.0,7.16,7.12,4.65,7583.217622513908
0.56,Very Good,E,VS1,62.7,60.0,5.25,5.28,3.3,2643.137369841344
0.47,Premium,G,VS2,61.0,59.0,5.03,5.0,3.06,876.4330737415453
0.9,Very Good,G,SI2,61.1,55.0,6.21,6.26,3.81,3353.9254491664246
0.57,Premium,E,VS2,61.0,58.0,5.34,5.31,3.25,2349.5216505196718
0.36,Ideal,G,VVS2,61.8,55.0,4.57,4.62,2.84,1203.0177926195543
0.9,Premium,H,VS2,61.2,61.0,6.21,6.14,3.78,4224.983182956434
0.8,Good,F,VS2,60.5,62.3,5.97,6.01,3.62,3657.1719913967213
0.5,Ideal,E,VVS2,61.7,55.7,5.09,5.12,3.13,2953.327518876455
1.16,Very Good,I,SI1,62.7,57.0,6.67,6.76,4.21,5593.722859699468
0.54,Ideal,G,SI2,62.3,58.0,5.17,5.2,3.23,642.944586998959
0.23,Premium,E,VVS2,61.8,58.0,3.94,3.92,2.43,776.7879260559635
0.96,Premium,D,SI2,59.1,58.0,6.53,6.44,3.83,4912.28145793918
0.38,Ideal,E,VS2,61.9,57.0,4.61,4.66,2.87,1015.1309397125174
0.32,Ideal,G,VVS2,61.2,56.0,4.42,4.41,2.7,899.8344892343689
0.71,Ideal,D,VVS2,61.6,56.0,5.69,5.77,3.53,5040.29440062158
1.05,Premium,F,VS1,62.3,55.0,6.57,6.49,4.07,6690.891257469548
1.16,Premium,G,VVS2,60.0,59.0,6.89,6.82,4.11,7798.359572133295
0.9,Very Good,D,SI1,63.0,58.0,6.11,6.14,3.86,4898.370079159551
0.41,Good,F,VS2,59.7,63.0,4.8,4.85,2.88,399.20497639890664
0.71,Very Good,I,SI2,61.9,54.0,5.67,5.74,3.53,1099.0451899972081
0.74,Very Good,H,VS1,62.3,56.0,5.75,5.78,3.59,3205.491434934886
0.73,Premium,I,VS1,61.2,59.0,5.82,5.84,3.57,2893.3229646783416
1.16,Ideal,H,SI2,61.1,56.0,6.78,6.79,4.15,5668.092877298128
1.57,Fair,H,VS1,67.3,66.0,7.85,5.75,3.87,10457.898391004741
0.3,Very Good,D,VS2,62.9,58.0,4.23,4.26,2.67,449.0298040133398
0.58,Ideal,F,SI2,60.9,56.0,5.42,5.39,3.29,1222.9187071622223
0.32,Very Good,D,VS2,62.0,57.0,4.38,4.42,2.73,553.9259769920759
1.51,Ideal,I,SI1,62.7,57.0,7.35,7.3,4.59,9106.769508038185
0.7,Premium,G,SI1,62.0,61.0,5.67,5.62,3.5,2327.2420142373644
0.88,Ideal,E,SI2,62.2,57.0,6.08,6.2,3.82,4184.227089141061
0.7,Ideal,G,SI1,62.2,56.0,5.72,5.69,3.55,2449.1634527946885
0.25,Ideal,F,VVS1,62.3,56.0,4.01,4.03,2.5,1273.0721087874322
0.7,Very Good,F,VS2,62.4,59.0,5.64,5.71,3.54,2996.0000105158338
1.07,Ideal,G,SI2,61.7,57.0,6.55,6.59,4.05,5206.955717626255
0.39,Fair,G,IF,57.1,61.0,4.83,4.88,2.77,1716.7768580018715
1.55,Ideal,F,VS2,61.8,54.0,7.44,7.48,4.61,10918.692406468219
1.18,Ideal,I,VS2,62.3,56.0,6.76,6.73,4.21,6586.5120913618575
1.21,Premium,H,SI1,61.8,58.0,6.83,6.79,4.21,6509.047516194129
0.27,Ideal,I,VS1,62.1,54.0,4.16,4.18,2.59,-600.6981562740871
0.35,Ideal,H,VVS2,62.5,57.0,4.54,4.48,2.82,816.6747870009053
0.7,Ideal,H,VS2,62.4,56.0,5.63,5.72,3.54,2672.242899293688
0.91,Premium,I,VS2,62.4,61.0,6.18,6.16,3.85,4017.3434765393245
0.33,Ideal,D,VS2,62.6,56.0,4.43,4.39,2.76,956.231586398982
2.14,Premium,I,SI1,61.3,61.0,8.32,8.28,5.09,14822.472504265095
1.2,Premium,I,VS2,62.6,58.0,6.77,6.72,4.22,6631.574584430504
0.3,Very Good,H,VVS1,62.6,56.0,4.25,4.28,2.67,665.6019331751581
0.5,Ideal,I,SI1,59.8,59.0,5.18,5.15,3.09,94.24945427657394
0.55,Ideal,G,VS2,62.2,54.0,5.27,5.28,3.28,1696.2336590844284
2.01,Very Good,H,VS2,63.5,59.0,7.92,7.86,5.01,14417.358174307965
0.3,Ideal,H,VVS2,61.3,57.0,4.33,4.31,2.65,432.29850500780776
1.65,Premium,D,SI1,60.4,60.0,7.63,7.58,4.59,11822.656659688686
0.26,Very Good,F,VS2,62.4,58.0,4.06,4.08,2.54,-494.52333610401183
0.42,Ideal,D,VS1,61.1,57.0,4.84,4.81,2.95,2118.6384898541924
0.5,Premium,F,VVS2,61.9,58.0,5.07,5.1,3.15,2485.3080426072215
1.09,Ideal,G,VS2,62.4,55.0,6.61,6.56,4.11,6403.104957174326
0.41,Premium,G,SI1,61.3,58.0,4.76,4.8,2.93,-83.24483546992815
1.06,Premium,F,SI1,58.4,61.0,6.73,6.69,3.92,5667.008952969829
1.49,Fair,F,SI1,59.6,63.0,7.2,7.34,4.33,9297.625974246397
0.37,Very Good,F,VS2,59.2,61.0,4.63,4.69,2.76,255.94713372439946
0.4,Very Good,D,VS2,63.5,55.0,4.69,4.66,2.97,1187.418377925324
0.9,Very Good,E,SI1,62.2,60.0,6.14,6.17,3.83,4555.832738030356
0.35,Very Good,H,SI1,61.3,55.0,4.55,4.58,2.8,-1043.7349349528472
1.51,Very Good,E,VS2,62.4,59.0,7.26,7.36,4.56,10618.709760707137
1.08,Premium,G,SI1,59.4,60.0,6.7,6.63,3.96,5577.20646881518
0.38,Ideal,F,VS1,62.4,54.0,4.64,4.68,2.91,1180.945033524626
1.06,Ideal,I,VS2,61.4,57.0,6.57,6.52,4.02,5474.255200849848
0.51,Ideal,E,VS2,61.5,55.0,5.23,5.14,3.19,1971.3324337841727
1.0,Fair,F,SI1,64.8,58.0,6.26,6.21,4.04,4885.2026281834205
0.32,Ideal,F,VS2,60.3,55.0,4.45,4.4,2.67,196.14610999183287
1.02,Premium,F,VS2,62.4,59.0,6.4,6.45,4.01,5964.306332576027
0.42,Premium,H,VS2,62.1,57.0,4.8,4.76,2.97,191.9253089404042
1.02,Premium,G,SI2,62.3,58.1,6.41,6.38,4.0,4636.271251223521
0.31,Very Good,F,VS2,63.4,56.0,4.32,4.29,2.73,-141.87082268393624
0.9,Good,E,SI1,63.9,57.0,6.12,6.08,3.9,4422.710570811179
1.05,Ideal,F,VS2,59.1,57.0,6.67,6.66,3.94,6263.835751055771
0.9,Good,F,SI1,58.0,58.0,6.24,6.28,3.63,4005.6230329952573
0.33,Ideal,D,VVS2,60.9,57.0,4.46,4.48,2.72,1938.5891998321235
0.4,Very Good,E,VS1,60.1,58.0,4.72,4.76,2.85,1338.9896854065887
1.37,Ideal,G,SI2,62.8,57.0,7.12,7.06,4.45,7950.645346234289
0.72,Ideal,F,IF,62.0,57.0,5.71,5.78,3.56,5500.53996937756
1.08,Ideal,I,VS2,61.6,56.0,6.63,6.59,4.07,5639.458784184468
0.35,Premium,E,IF,59.0,61.0,4.64,4.62,2.73,2564.005694433927
2.02,Premium,H,SI2,61.5,58.0,8.14,8.1,4.99,13515.817878158121
1.88,Good,J,SI2,57.9,59.0,8.16,8.11,4.71,11091.032230631177
1.52,Ideal,H,VS2,61.8,55.1,7.38,7.42,4.58,10003.244296889492
1.01,Ideal,G,SI1,62.2,55.0,6.44,6.46,4.01,5169.22994237087
0.56,Ideal,G,VS1,60.7,57.0,5.27,5.34,3.22,2295.7170919178593
0.96,Premium,E,SI2,62.8,60.0,6.3,6.24,3.94,4738.624479630684
0.34,Very Good,E,SI1,63.4,55.0,4.46,4.44,2.82,-110.81560604009155
0.8,Ideal,E,SI1,61.1,56.0,5.98,6.01,3.66,3945.074056689062
0.3,Ideal,D,VS1,61.0,57.0,4.31,4.32,2.63,1223.5275042718245
0.54,Ideal,E,VS2,61.8,57.0,5.23,5.26,3.24,2260.7515620827467
0.71,Good,G,VS2,63.5,59.0,5.63,5.67,3.59,2630.215191679405
1.01,Very Good,F,VS2,61.5,57.0,6.4,6.48,3.96,5696.384599765934
1.02,Ideal,I,SI2,62.8,58.0,6.37,6.41,4.01,4164.728616658809
2.01,Very Good,I,VS2,62.1,60.0,7.96,8.01,4.96,14048.536178600983
0.33,Ideal,G,VS1,62.4,56.0,4.43,4.45,2.77,484.8159702690891
0.44,Ideal,G,SI1,62.7,57.0,4.82,4.85,3.03,348.1001323834257
0.31,Very Good,E,VVS1,62.3,59.0,4.32,4.38,2.71,1684.2541736542867
0.26,Very Good,G,VVS2,62.6,56.0,4.1,4.13,2.57,167.6003244024605
1.58,Ideal,E,SI1,61.0,57.0,7.5,7.55,4.59,11003.35421009507
0.32,Ideal,E,SI2,61.6,56.0,4.4,4.43,2.72,-475.2998617639637
0.31,Good,G,SI1,63.3,57.0,4.3,4.33,2.73,-1127.1434753512522
0.75,Very Good,H,SI2,61.9,56.0,5.79,5.87,3.61,1753.667575968369
0.39,Very Good,H,VVS2,62.4,57.0,4.67,4.7,2.92,809.946188248949
0.41,Ideal,E,VVS2,62.8,54.0,4.77,4.72,2.98,2249.646729754801
0.54,Ideal,I,IF,61.6,53.0,5.26,5.3,3.25,2975.4136062302855
0.55,Ideal,D,VVS2,61.5,56.0,5.26,5.28,3.24,3681.6009204975585
0.35,Ideal,H,VVS1,62.6,57.0,4.47,4.45,2.79,1363.0302440955643
1.82,Very Good,G,SI2,61.3,58.0,7.83,7.94,4.83,11788.398078720835
0.72,Ideal,J,VS1,61.1,56.0,5.84,5.82,3.56,2619.9996561602425
1.52,Good,I,SI1,64.0,58.0,7.2,7.27,4.63,8812.553359053425
0.4,Good,F,VVS1,60.6,62.0,4.71,4.73,2.86,1880.972255647092
0.3,Premium,F,IF,61.6,58.0,4.34,4.3,2.66,1928.184041534269
1.2,Ideal,H,SI1,60.8,57.0,6.9,6.88,4.19,6513.972872074088
0.56,Fair,F,VS2,57.0,67.0,5.49,5.36,3.09,1363.8247198846661
0.54,Ideal,H,VVS2,61.8,56.0,5.25,5.27,3.25,2294.967823896543
1.55,Ideal,G,VS1,62.0,57.0,7.37,7.42,4.58,11147.954037426374
1.33,Good,D,SI2,59.0,64.0,7.22,7.12,4.23,7966.72661896297
0.37,Premium,H,VS2,61.4,58.0,4.64,4.61,2.84,-220.61404504300435
0.37,Premium,D,VS2,60.5,59.0,4.66,4.69,2.83,1045.0417025053925
1.01,Ideal,F,SI2,61.3,57.0,6.4,6.35,3.91,5024.359458262481
1.19,Very Good,D,SI2,63.5,57.0,6.67,6.75,4.26,7011.889784188565
0.9,Very Good,I,SI1,60.5,58.0,6.22,6.27,3.78,3208.925970422358
0.32,Ideal,E,IF,62.6,55.0,4.38,4.41,2.75,2577.5283048814895
0.67,Good,J,VS1,64.2,55.6,5.54,5.57,3.57,1817.1916802184273
0.4,Good,D,VS2,63.5,55.0,4.66,4.69,2.97,1037.8525062914036
0.35,Very Good,G,IF,62.6,59.0,4.43,4.49,2.79,1886.624204907917
0.25,Ideal,E,VVS2,62.1,57.0,4.04,4.07,2.52,1067.0530747380703
2.38,Premium,H,VS1,60.9,59.0,8.62,8.59,5.24,18441.510961456657
2.03,Premium,J,SI1,62.1,59.0,8.12,8.06,5.02,13498.076002047006
1.08,Ideal,E,VVS1,61.0,56.0,6.66,6.62,4.05,8428.809058057974
0.71,Ideal,E,SI1,60.8,57.0,5.8,5.84,3.54,3131.5586057249498
1.01,Premium,F,SI2,61.3,60.0,6.43,6.4,3.93,4841.71003955673
0.61,Very Good,I,VS2,62.7,57.0,5.39,5.42,3.39,1270.9874515869183
0.3,Ideal,I,SI1,61.5,57.0,4.3,4.35,2.66,-1402.2095938734751
0.48,Ideal,F,VVS1,62.0,55.0,4.99,5.04,3.11,2993.7223997986544
0.43,Ideal,D,SI1,61.5,56.0,4.87,4.82,2.98,1192.5489789499884
0.7,Premium,D,VS1,61.0,59.0,5.79,5.72,3.51,4230.839616677178
2.17,Ideal,I,SI1,60.4,56.0,8.36,8.43,5.07,15245.85493936794
0.7,Good,G,VS2,62.1,61.0,5.68,5.69,3.53,2498.45768375748
1.73,Ideal,F,VS1,62.1,57.0,7.73,7.64,4.77,13118.783989861431
1.5,Very Good,J,VS1,61.3,59.0,7.36,7.41,4.53,9351.405564100643
0.75,Premium,I,SI1,62.5,58.0,5.77,5.82,3.62,2115.5327352319787
0.71,Good,F,VS2,63.8,58.0,5.61,5.64,3.59,2967.832057727081
1.0,Very Good,G,VS1,59.4,59.0,6.52,6.54,3.88,5707.198588747326
1.02,Good,H,SI2,57.9,61.0,6.75,6.68,3.89,3775.157274691774
0.7,Premium,E,SI1,60.7,58.0,5.74,5.73,3.48,2918.0845994829547
0.5,Ideal,E,VVS1,61.9,58.0,5.07,5.11,3.15,3471.5199039808017
2.15,Premium,H,SI2,62.8,58.0,8.22,8.17,5.15,14810.719306577439
0.34,Ideal,G,VVS2,61.1,57.0,4.48,4.52,2.75,1057.9166794035632
0.84,Very Good,I,VVS2,61.7,56.0,6.03,6.07,3.74,4236.168607158521
1.01,Very Good,D,SI2,64.0,56.0,6.3,6.38,4.06,5395.120402215929
0.51,Premium,E,SI2,61.8,58.0,5.11,5.08,3.15,868.931799206232
0.56,Ideal,D,SI1,62.3,56.0,5.26,5.33,3.3,2256.580355022545
0.35,Ideal,F,VS2,61.4,55.0,4.55,4.6,2.81,422.1177011443615
1.05,Premium,D,SI1,61.6,61.0,6.55,6.5,4.02,6330.6794280624745
0.46,Ideal,E,VS2,62.1,57.0,4.93,4.89,3.05,1645.4832138555998
1.54,Premium,G,VS1,61.1,56.0,7.54,7.48,4.59,10791.043183356369
0.3,Ideal,F,VVS1,61.6,55.0,4.33,4.37,2.68,1573.0572439307666
0.7,Ideal,G,SI2,61.8,53.0,5.73,5.69,3.53,1937.6718910632176
0.31,Good,H,VS1,64.0,59.0,4.25,4.28,2.73,-402.93205619754417
0.4,Very Good,E,VVS2,63.6,55.0,4.67,4.7,2.98,1880.8452372122724
1.01,Ideal,D,SI1,60.8,56.0,6.54,6.48,3.96,6083.769108004666
0.51,Very Good,G,VVS2,63.5,56.0,5.11,5.07,3.23,2093.1405000718346
0.9,Fair,D,VS2,57.5,66.0,6.3,6.25,3.61,4973.895804046881
0.32,Premium,E,SI1,60.1,60.0,4.47,4.42,2.67,-160.37800439771308
0.3,Premium,F,SI1,62.1,60.0,4.28,4.26,2.65,-568.0271480609395
0.47,Ideal,J,SI1,61.9,55.0,5.0,5.05,3.11,-432.5966901479169
0.31,Very Good,D,SI1,62.1,58.0,4.3,4.33,2.68,-0.8526103151270945
0.58,Ideal,G,IF,61.3,56.0,5.36,5.39,3.29,3969.4332065404765
0.4,Ideal,F,VVS1,61.3,56.0,4.76,4.73,2.91,2333.328636252733
0.23,Very Good,E,VVS1,61.3,58.0,3.94,3.96,2.42,1117.2513675360783
1.14,Ideal,I,SI1,62.2,56.0,6.65,6.7,4.15,5725.029531756243
0.58,Premium,F,VS2,62.2,55.0,5.4,5.31,3.33,2101.158364951593
1.37,Premium,J,SI2,60.7,60.0,7.19,7.07,4.33,6788.130807336167
2.25,Ideal,I,SI2,60.5,56.0,8.49,8.54,5.15,15484.48933290622
1.09,Ideal,F,SI1,62.0,56.0,6.56,6.61,4.08,6234.6693754857715
1.01,Very Good,F,SI1,63.3,59.0,6.42,6.38,4.05,5197.776045866498
1.59,Premium,D,SI2,59.4,61.0,7.62,7.56,4.51,10703.000129113288
0.51,Very Good,G,VVS2,61.5,56.0,5.12,5.15,3.16,2073.977238659471
0.51,Premium,H,SI2,62.9,56.0,5.08,5.06,3.19,-80.05069199820673
0.32,Ideal,E,VS2,62.1,55.0,4.36,4.4,2.72,562.8652567360846
0.7,Good,D,VS2,64.1,59.0,5.56,5.49,3.54,3560.414963594539
1.24,Premium,E,SI2,60.8,57.0,6.98,6.94,4.23,7180.051999777594
0.44,Good,J,VS1,63.1,57.0,4.83,4.87,3.06,-91.50223502585686
0.42,Very Good,D,VS1,60.7,60.0,4.81,4.88,2.94,1802.9649730504393
1.01,Premium,F,VS2,62.8,59.0,6.41,6.33,4.0,5877.155601059158
0.51,Premium,F,VS1,60.9,57.0,5.27,5.17,3.18,1971.4594522189914
1.0,Fair,E,SI1,66.3,62.0,6.27,6.06,4.09,5229.422248482801
0.52,Very Good,G,SI1,60.6,61.0,5.17,5.19,3.14,626.1346460682103
0.9,Ideal,G,SI1,61.9,55.0,6.18,6.23,3.84,4198.571509943829
0.42,Ideal,G,VS1,61.0,56.0,4.82,4.86,2.95,1152.273085528745
0.3,Very Good,D,SI1,60.6,60.0,4.3,4.32,2.61,-102.66669795538428
0.93,Premium,F,SI2,59.5,60.0,6.39,6.36,3.79,4039.7578455953267
1.23,Ideal,H,SI2,61.4,54.0,6.95,6.94,4.26,6282.900628063244
0.56,Ideal,E,VS2,60.9,56.0,5.35,5.32,3.25,2398.2126432195987
0.32,Good,H,SI1,63.5,57.0,4.34,4.39,2.77,-1376.3479005044223
0.24,Ideal,F,VVS1,60.8,55.0,4.03,4.06,2.46,1154.295677818713
1.1,Premium,D,SI2,62.4,58.0,6.57,6.6,4.11,6314.436087993996
0.53,Very Good,E,VS1,63.0,56.0,5.13,5.16,3.24,2412.7639425210123
2.01,Very Good,E,SI2,62.0,61.0,8.04,8.1,5.0,14269.746554069005
1.3,Premium,H,SI2,61.3,58.0,6.99,6.95,4.27,6827.613178962685
2.0,Very Good,H,SI1,60.9,58.0,8.07,8.15,4.94,13681.755425054294
1.02,Good,D,SI2,58.9,65.0,6.59,6.54,3.87,5168.549236117353
1.0,Premium,E,SI2,58.5,59.0,6.62,6.51,3.84,4947.477616881892
2.0,Premium,H,SI2,62.1,60.0,8.1,8.01,5.3,13344.334041243173
0.3,Premium,D,VS2,60.9,58.0,4.35,4.32,2.64,538.2882652913781
0.71,Very Good,E,VVS2,61.7,60.0,5.7,5.74,3.53,4400.30759539473
1.0,Ideal,G,VS1,62.5,54.0,6.4,6.44,4.01,6102.020276647949
1.2,Good,F,VS1,64.0,56.0,6.63,6.58,4.23,7881.2893073235955
0.43,Premium,G,VS2,61.2,58.0,4.9,4.84,2.98,554.5070787365426
1.09,Fair,I,SI1,56.4,62.0,6.97,6.9,3.9,4378.050175644768
0.72,Ideal,G,VS1,62.7,55.0,5.71,5.68,3.57,3676.195321330692
1.07,Premium,E,SI2,61.3,59.0,6.64,6.58,4.05,5650.335280200654
1.07,Premium,F,SI2,58.2,58.0,6.79,6.72,3.93,5229.168406888304
0.73,Ideal,D,VS2,62.3,54.0,5.77,5.8,3.6,4189.636253658682
1.0,Very Good,H,SI2,61.6,58.0,6.43,6.47,3.97,3921.7971715600747
0.74,Premium,D,VS1,62.3,58.0,5.79,5.77,3.6,4636.315618946854
0.9,Good,E,SI2,61.9,62.0,6.14,6.18,3.81,3888.495051084635
0.53,Ideal,F,IF,61.9,54.0,5.22,5.25,3.24,3867.7074251132412
0.98,Fair,G,I1,58.7,57.0,6.54,6.43,3.8,3165.4957473173386
0.37,Ideal,H,SI1,59.7,56.0,4.71,4.67,2.8,-613.3242950073159
0.36,Premium,G,VS1,59.7,59.0,4.61,4.64,2.76,514.2178570563979
1.86,Premium,H,SI2,62.3,57.0,7.85,7.82,4.88,12050.850432774352
0.4,Premium,G,SI1,61.6,59.0,4.72,4.66,2.89,-142.232494996485
0.56,Ideal,F,SI1,61.5,55.0,5.32,5.35,3.28,1578.627065929572
